x;y
-340296.305741507;-1299579.04639357
-355341.938096258;-1298993.93846866
-392036.563672566;-1294814.5961479
-429817.818252272;-1286873.84573845
-457067.130183654;-1278765.92163617
-471276.894074251;-1273416.36346559
-483647.747343712;-1268735.50006633
-497690.337541479;-1265726.37359538
-506216.195875838;-1263218.76820292
